1156,cuanplay.carrd.co,6.13
1510,robertjohnsonbluesfoundation.org,6.05
1120,slashdot.org,6.13
1204,fanlink.to,6.11
1570,visual.ly,6.03
995,acidholic.com,6.18
577,dell.com,6.43
79,web.archive.org,7.56
868,amazon.es,6.24
518,uvic.ca,6.50
727,smithsonianmag.com,6.32
1441,ikmultimedia.com,6.07
533,techradar.com,6.49
427,php.net,6.60
222,google.co.uk,6.95
89,techcrunch.com,7.48
400,squareup.com,6.63
810,therealnews.com,6.27
434,discord.com,6.59
655,rowman.com,6.36
1549,usa.gov,6.04
283,yandex.ru,6.82
470,xing.com,6.54
945,nvd.nist.gov,6.20
209,mashable.com,6.98
944,compass.com,6.20
776,about.fb.com,6.29
1379,hackaday.com,6.08
1378,nhl.com,6.08
1155,cuanplay.weebly.com,6.13
800,s3-eu-west-1.amazonaws.com,6.28
1558,sway.office.com,6.04
481,telegra.ph,6.53
230,search.google.com,6.93
1377,us06web.zoom.us,6.08
1335,news.ycombinator.com,6.09
679,blog.twitter.com,6.35
1616,pinterest.de,6.03
941,springer.com,6.20
1434,yecheilyahysrayl.com,6.07
595,welt.de,6.41
380,chris.pirillo.com,6.66
132,researchgate.net,7.20
6,instagram.com,10.00
1661,nginx.com,6.02
1634,ffm.bio,6.02
1079,1.gravatar.com,6.14
845,knowyourmeme.com,6.25
1066,statcounter.com,6.15
1462,worldometers.info,6.06
232,businesswire.com,6.93
311,books.google.com,6.79
818,help.pinterest.com,6.27
484,lit.link,6.52
561,gamejolt.com,6.45
1421,mtv.com,6.07
1088,google.co.in,6.14
1791,intensedebate.com,6.00
582,good.is,6.42
1347,onlineharassmentfieldmanual.pen.org,6.08
1003,bible.com,6.18
718,note.com,6.33
170,nationalgeographic.com,7.11
1774,mage2.pro,6.00
893,federalregister.gov,6.23
357,help.instagram.com,6.69
403,music.youtube.com,6.63
164,code.google.com,7.12
618,css-tricks.com,6.40
1058,prweb.com,6.15
1413,beastieboys.com,6.07
93,blog.google,7.43
1056,brave.com,6.15
137,api.whatsapp.com,7.18
969,seekingalpha.com,6.19
1321,greenamerica.org,6.09
173,unpkg.com,7.10
911,zh.wikipedia.org,6.22
1745,servicesdirectory.withyoutube.com,6.00
885,state.gov,6.23
248,stats.wp.com,6.89
277,starwars.com,6.84
251,purl.org,6.89
1194,sdgs.un.org,6.12
1298,ok.ru,6.09
48,open.spotify.com,7.92
1425,cchrflorida.org,6.07
460,airtable.com,6.55
1105,rawgit.com,6.13
1205,getresponse.com,6.11
157,gov.uk,7.14
349,mobile.twitter.com,6.70
861,picasaweb.google.com,6.24
1467,jquery.com,6.06
1541,gamekey.club,6.04
559,rollingstone.com,6.45
1407,matrixsynth.blogspot.com,6.07
1167,a-quest.com,6.12
668,asana.com,6.36
763,fitbit.com,6.30
