753,fcc.gov,6.30
606,boingboing.net,6.40
710,soas.ac.uk,6.33
880,help.apple.com,6.23
355,screencast.com,6.69
1720,llengua.gencat.cat,6.01
1567,on.msnbc.com,6.03
1783,hp.com,6.00
263,scholar.google.com,6.86
282,scribd.com,6.82
1007,foodnetwork.com,6.17
1323,cliolink.com,6.09
1069,dhs.gov,6.15
1074,boinc.bakerlab.org,6.15
21,docs.google.com,8.64
310,apple.co,6.79
796,eji.org,6.28
84,news.google.com,7.54
362,buzzfeed.com,6.68
472,microformats.org,6.54
1584,weather.gov,6.03
597,news.bbc.co.uk,6.41
1570,visual.ly,6.03
338,getpocket.com,6.72
1205,getresponse.com,6.11
1299,news.harvard.edu,6.09
1275,stirtshirt.com,6.10
1448,hangouts.google.com,6.06
143,g.co,7.17
1034,consumer.ftc.gov,6.16
4,youtube.com,10.00
234,cutt.ly,6.92
858,potofu.me,6.24
913,hive.blog,6.22
1722,utahbusiness.com,6.01
610,instapaper.com,6.40
24,bit.ly,8.53
462,marriott.com,6.55
1545,prestashop.com,6.04
340,airbnb.com,6.72
566,aescripts.com,6.44
1578,news.sky.com,6.03
679,blog.twitter.com,6.35
847,blogs.msdn.com,6.25
1662,reactjs.org,6.02
468,nodejs.org,6.54
752,iubenda.com,6.30
1503,bloghogwarts.com,6.05
383,w3schools.com,6.65
1087,fukuno.jig.jp,6.14
1202,docdroid.net,6.11
1733,meduza.io,6.00
666,academia.edu,6.36
201,time.com,7.00
599,superpages.com,6.41
638,wunderground.com,6.38
202,nature.com,6.99
1560,ssa.gov,6.04
470,xing.com,6.54
1417,csrc.nist.gov,6.07
1182,thenounproject.com,6.12
723,cameo.com,6.32
1509,inaturalist.org,6.05
1201,wetransfer.com,6.11
1214,box.com,6.11
1649,geni.us,6.02
1587,youtube.de,6.03
170,nationalgeographic.com,7.11
175,reuters.com,7.10
67,calendar.google.com,7.66
1390,franchising.com,6.08
892,productforums.google.com,6.23
1765,fr.linkedin.com,6.00
596,llvm.org,6.41
450,marketwatch.com,6.57
805,tiff.net,6.28
1542,usgs.gov,6.04
740,aljazeera.com,6.31
1676,tfl.gov.uk,6.01
1621,jpl.nasa.gov,6.02
944,compass.com,6.20
135,g.page,7.19
1392,uscis.gov,6.08
1389,ranker.com,6.08
1349,verizon.com,6.08
927,meinungsmeister.de,6.20
464,line.me,6.55
1115,pay.google.com,6.13
116,imgur.com,7.30
1301,xbox.com,6.09
347,eepurl.com,6.70
144,gofundme.com,7.16
181,stackoverflow.com,7.09
1748,cdn4.iconfinder.com,6.00
102,wired.com,7.37
1043,instructables.com,6.16
146,heise.de,7.16
572,pastebin.com,6.44
1592,uxdesign.cc,6.03
800,s3-eu-west-1.amazonaws.com,6.28
